SE_id,chrom,chromstart,chromend,overlapping_samples,sample_ids,limma_pval,limma_fdr,signature_genes_within_500k,signature_genes_fantom5_enhancer,neural_crest_SE_overlap
chr3:4554675,chr3,4529850,4579500,5,",691MES,700ADRN,711ADRN,717MES,SH-SY5Y",0.541946201,0.684954058,",ITPR1:MES:5181",",ITPR1:MES",
chr3:48389700,chr3,48379900,48399500,2,",753ADRN,SH-SY5Y",0.765541762,0.852518952,,,
chr3:49850850,chr3,49817700,49884000,2,",700MES,717MES",0.164466643,0.303041641,",SEMA3F:MES:40347",,ncc
chr3:50193000,chr3,50152500,50233500,4,",691MES,700MES,717MES,SH-EP2",0.006033498,0.034818314,",CACNA2D2:ADRN:60028,SEMA3F:MES:40347",",SEMA3F:MES",ncc
chr3:50395425,chr3,50353500,50437350,6,",691ADRN,700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.947738825,0.970913951,",CACNA2D2:ADRN:60028,SEMA3F:MES:40347",,ncc
chr3:50467725,chr3,50454450,50481000,4,",691ADRN,700MES,700ADRN,SH-SY5Y",0.383004665,0.540368212,",CACNA2D2:ADRN:60028,SEMA3F:MES:40347",,ncc
chr3:52051050,chr3,51971400,52130700,5,",700MES,711ADRN,717MES,SH-EP2,SH-SY5Y",0.193573485,0.338208934,,,ncc
chr3:5240775,chr3,5227800,5253750,2,",700ADRN,711ADRN",0.472709074,0.621552596,",EDEM1:MES:1558",",EDEM1:MES",
chr3:56821450,chr3,56789750,56853150,2,",700MES,700ADRN",0.685217575,0.791955223,,,
chr3:56912100,chr3,56878200,56946000,2,",700ADRN,SH-SY5Y",0.972699191,0.987554096,,,
chr3:57014100,chr3,57002850,57025350,3,",691MES,700ADRN,753ADRN",0.410956842,0.567284278,,,
chr3:57157875,chr3,57110250,57205500,6,",691MES,700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.187374992,0.330240973,,,ncc
chr3:58027650,chr3,57991200,58064100,2,",717MES,SH-EP2",0.01252655,0.053935561,,,ncc
chr3:59240550,chr3,59220000,59261100,2,",691MES,717MES",0.123786143,0.248469287,,,
chr3:62237200,chr3,62220600,62253800,2,",753ADRN,SH-SY5Y",0.166926314,0.305878208,",C3orf14:ADRN:50847",",C3orf14:ADRN",
chr3:64905150,chr3,64781100,65029200,2,",691MES,717MES",0.070501669,0.168111583,,,
chr3:72348450,chr3,72336000,72360900,3,",691ADRN,753ADRN,SH-SY5Y",0.098723392,0.21198744,,,
chr3:73475500,chr3,73462900,73488100,2,",691ADRN,753ADRN",0.948130772,0.970913951,,,
chr3:73527850,chr3,73496600,73559100,2,",691ADRN,753ADRN",0.59670666,0.723887934,,,
chr3:74098050,chr3,74073600,74122500,2,",691MES,717MES",0.001099855,0.012520271,,,
chr3:80602875,chr3,80583600,80622150,2,",700ADRN,753ADRN",0.018700854,0.067862051,,,
chr3:85033450,chr3,85008300,85058600,2,",753ADRN,SH-SY5Y",0.000418531,0.007399992,,,
chr3:8567250,chr3,8457300,8677200,2,",691MES,717MES",0.023101917,0.078198341,,,
chr3:8694600,chr3,8679000,8710200,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.880437027,0.92848118,,,
chr3:9249375,chr3,9224700,9274050,2,",691ADRN,700ADRN",0.23134259,0.380684539,,,
chr3:93859650,chr3,93815700,93903600,3,",691ADRN,700ADRN,SH-SY5Y",0.086000818,0.192967699,,,
chr3:98611650,chr3,98596200,98627100,2,",SH-EP2,SH-SY5Y",0.896756716,0.938545127,",ST3GAL6:ADRN:144653",,
chr3:99623200,chr3,99561400,99685000,3,",700MES,717MES,SH-EP2",0.003529077,0.025139809,",FILIP1L:MES:33647",",FILIP1L:MES",
chr3:99754900,chr3,99713400,99796400,2,",717MES,SH-EP2",0.002100124,0.018765621,",FILIP1L:MES:33647",",FILIP1L:MES",
chr3:99855000,chr3,99799200,99910800,3,",700MES,717MES,SH-EP2",0.004230616,0.027791632,",FILIP1L:MES:33647",,
chr4:109852125,chr4,109788500,109915750,2,",700MES,717MES",3.45E-05,0.001741687,",OSTC:MES:216760",,
chr4:113818450,chr4,113802900,113834000,3,",691ADRN,711ADRN,753ADRN",0.016719733,0.063443372,",ANK2:ADRN:2584",,
chr4:113891800,chr4,113839500,113944100,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.011877623,0.053066152,",ANK2:ADRN:2584",",ANK2:ADRN",
chr4:113997975,chr4,113968200,114027750,2,",700ADRN,753ADRN",0.028523684,0.090470159,",ANK2:ADRN:2584",",ANK2:ADRN",
chr4:119249400,chr4,119219550,119279250,4,",691ADRN,700ADRN,711ADRN,SH-SY5Y",0.004039092,0.027068434,",PRSS12:ADRN:5328,SYNPO2:ADRN:7095",,
chr4:119582925,chr4,119565600,119600250,2,",691ADRN,711ADRN",0.552664602,0.694277074,",PRSS12:ADRN:5328,SYNPO2:ADRN:7095",,
chr4:119689150,chr4,119670300,119708000,3,",700MES,SH-EP2,SH-SY5Y",0.969375349,0.985383382,",PRSS12:ADRN:5328,SYNPO2:ADRN:7095",,
chr4:119862300,chr4,119802900,119921700,4,",691ADRN,711ADRN,753ADRN,SH-SY5Y",0.315622122,0.477744961,",SYNPO2:ADRN:7095",",SYNPO2:ADRN",
chr4:120657100,chr4,120641900,120672300,2,",691MES,SH-EP2",0.028382923,0.090195829,,,
chr4:124773900,chr4,124743300,124804500,3,",691MES,717MES,SH-EP2",0.014176512,0.057466738,",SPRY1:MES:422656",,
chr4:124839675,chr4,124806900,124872450,3,",700MES,717MES,SH-SY5Y",0.014786935,0.058920167,",SPRY1:MES:422656",,
chr4:125115375,chr4,125086500,125144250,2,",700MES,717MES",0.001182208,0.01318678,,,
chr4:127478925,chr4,127457250,127500600,2,",700MES,700ADRN",0.784386538,0.863179987,,,
chr4:129309550,chr4,129299600,129319500,2,",700ADRN,SH-EP2",0.755514866,0.844428854,,,
chr4:130261200,chr4,130240200,130282200,2,",691MES,717MES",0.020169999,0.071022328,,,
chr4:139802475,chr4,139743600,139861350,2,",753ADRN,SH-SY5Y",0.237981052,0.388530951,,,
chr4:140780400,chr4,140649450,140911350,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.000403699,0.007261095,",CLGN:ADRN:158315,SETD7:ADRN:171873",",CLGN:ADRN",
chr4:140965500,chr4,140937600,140993400,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.004386477,0.028274757,",CLGN:ADRN:158315,SETD7:ADRN:171873",,
chr4:141019725,chr4,140997450,141042000,6,",691MES,691ADRN,700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.139473559,0.270800298,",CLGN:ADRN:158315",,
chr4:141172650,chr4,141154800,141190500,4,",691MES,691ADRN,753ADRN,SH-EP2",0.568118079,0.707805283,",CLGN:ADRN:158315",,
chr4:141844725,chr4,141804750,141884700,6,",691ADRN,700MES,700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.335735272,0.496324451,",CLGN:ADRN:158315,RNF150:ADRN:83516",,
chr4:141937425,chr4,141903750,141971100,6,",691ADRN,700MES,700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.640116389,0.756425546,",RNF150:ADRN:83516",,
chr4:151234000,chr4,151217000,151251000,2,",700MES,753ADRN",0.573745898,0.7130903,,,
chr4:151283600,chr4,151253500,151313700,5,",691MES,691ADRN,700MES,753ADRN,SH-SY5Y",0.622523058,0.743475517,,,
chr4:15245550,chr4,15228000,15263100,2,",700MES,717MES",0.017746464,0.065689586,,,
chr4:154138800,chr4,154105200,154172400,2,",700MES,717MES",0.479215377,0.627325482,,,
chr4:157699900,chr4,157669200,157730600,2,",SH-EP2,SH-SY5Y",0.169320748,0.308158153,",GRIA2:ADRN:411135,PDGFC:MES:161946",,
chr4:159086200,chr4,159074400,159098000,2,",711ADRN,SH-EP2",0.639935912,0.756425546,,,
chr4:160421200,chr4,160402400,160440000,2,",700MES,753ADRN",0.399129239,0.556037548,,,
chr4:160837950,chr4,160801300,160874600,2,",753ADRN,SH-SY5Y",0.220865267,0.367829315,,,
chr4:161215650,chr4,161201700,161229600,3,",700MES,753ADRN,SH-SY5Y",0.388791999,0.547139968,,,
chr4:169556550,chr4,169521700,169591400,3,",700MES,717MES,SH-EP2",5.49E-06,0.000913058,",PALLD:MES:31067",",PALLD:MES",
chr4:169618950,chr4,169593000,169644900,2,",700MES,717MES",5.21E-06,0.000913058,",PALLD:MES:31067",,
chr4:174678900,chr4,174663900,174693900,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.008548002,0.042408297,",HAND2-AS1:ADRN:212292,SCRG1:MES:343283",,
chr4:174857575,chr4,174837150,174878000,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.046146715,0.125115564,",CEP44:ADRN:229377,FBXO8:ADRN:229952,HAND2-AS1:ADRN:212292",,
chr4:174936925,chr4,174898400,174975450,7,",691MES,691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.032267344,0.097025376,",CEP44:ADRN:229377,FBXO8:ADRN:229952,HAND2-AS1:ADRN:212292",,
chr4:17499525,chr4,17477400,17521650,2,",700ADRN,SH-SY5Y",0.253563455,0.406778438,",QDPR:ADRN:7793",",QDPR:ADRN",
chr4:183497400,chr4,183486900,183507900,2,",691ADRN,SH-SY5Y",0.02749769,0.08822618,,,
chr4:184076075,chr4,184043850,184108300,2,",SH-EP2,SH-SY5Y",0.252117755,0.405630039,,,
chr4:186256850,chr4,186217200,186296500,3,",700MES,SH-EP2,SH-SY5Y",0.226102113,0.373912151,,,
chr4:186637125,chr4,186613050,186661200,2,",691ADRN,700ADRN",0.214644106,0.361803756,,,
chr4:186775200,chr4,186752300,186798100,2,",691ADRN,SH-EP2",0.164396113,0.303041641,,,
chr4:21747450,chr4,21723300,21771600,2,",753ADRN,SH-SY5Y",0.076949714,0.180127359,,,
chr4:26235775,chr4,26215300,26256250,2,",700MES,753ADRN",0.234563071,0.384840893,",SEL1L3:MES:350083",,
chr4:30832500,chr4,30818400,30846600,2,",753ADRN,SH-SY5Y",0.987444963,0.994378752,,,
chr4:38938150,chr4,38920800,38955500,3,",691ADRN,700ADRN,753ADRN",0.004000073,0.027024882,",FAM114A1:MES:51447",,
chr4:38981775,chr4,38971200,38992350,2,",691ADRN,700ADRN",0.014124029,0.057393978,",FAM114A1:MES:51447",,
chr4:41355075,chr4,41319600,41390550,2,",717MES,SH-SY5Y",0.06080583,0.151297775,",PHOX2B:ADRN:25213",,
chr4:41447700,chr4,41406000,41489400,4,",691MES,717MES,753ADRN,SH-EP2",0.020129769,0.071022328,",PHOX2B:ADRN:25213",,
chr4:41834775,chr4,41776200,41893350,8,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-SY5Y",0.077844619,0.181710333,",BEND4:ADRN:144955,PHOX2B:ADRN:25213",",PHOX2B:ADRN",
chr4:42310200,chr4,42299850,42320550,3,",691ADRN,700ADRN,SH-SY5Y",0.178607606,0.318846232,",BEND4:ADRN:144955",,
chr4:47676900,chr4,47636100,47717700,3,",691MES,700MES,717MES",0.00084495,0.010558693,",ATP10D:MES:148691",,
chr4:53917575,chr4,53902800,53932350,3,",691ADRN,711ADRN,SH-SY5Y",0.041376695,0.114613445,,,
chr4:56924850,chr4,56914350,56935350,2,",691ADRN,711ADRN",0.008973762,0.043609336,",KIAA1211:ADRN:101010",,
chr4:73286425,chr4,73267250,73305600,3,",691ADRN,700MES,SH-SY5Y",0.53353616,0.67741566,,,
chr4:77518300,chr4,77430000,77606600,4,",700MES,717MES,SH-EP2,SH-SY5Y",0.004363442,0.028274757,",CCNI:ADRN:301825,SHROOM3:MES:73748",",SHROOM3:MES",
chr4:77651400,chr4,77607500,77695300,3,",700MES,717MES,SH-EP2",0.003055108,0.023616694,",CCNI:ADRN:301825,SHROOM3:MES:73748",,
chr4:7872675,chr4,7802100,7943250,8,",691MES,691ADRN,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.618591691,0.740447083,,,ncc
chr4:86691050,chr4,86644500,86737600,3,",691ADRN,700MES,SH-EP2",0.058782367,0.147986698,,,
chr4:87946725,chr4,87926100,87967350,3,",691ADRN,700MES,700ADRN",0.722584913,0.821995979,",SPARCL1:MES:15145",,
chr4:88432050,chr4,88398300,88465800,2,",691MES,717MES",0.003102606,0.023762817,",SPARCL1:MES:15145",",SPARCL1:MES",
chr4:89922850,chr4,89910700,89935000,2,",711ADRN,753ADRN",0.259721151,0.415054378,",NAP1L5:ADRN:291677",,
chr4:95277000,chr4,95253900,95300100,2,",753ADRN,SH-SY5Y",0.081089209,0.186921311,",BMPR1B:ADRN:10691",,
chr4:95564925,chr4,95516250,95613600,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.042911791,0.118470758,",BMPR1B:ADRN:10691",,
chr4:95681625,chr4,95660700,95702550,6,",691MES,691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.064942515,0.158885097,",BMPR1B:ADRN:10691",,
chr4:96028275,chr4,96001950,96054600,2,",691ADRN,SH-SY5Y",0.195724853,0.339709153,",BMPR1B:ADRN:10691",,
chr4:96092475,chr4,96061500,96123450,2,",753ADRN,SH-SY5Y",0.194612495,0.338332601,",BMPR1B:ADRN:10691",",BMPR1B:ADRN",
chr4:96210100,chr4,96168450,96251750,5,",691ADRN,700MES,700ADRN,711ADRN,SH-SY5Y",0.061601736,0.152581348,",BMPR1B:ADRN:10691",,
chr4:96294975,chr4,96277500,96312450,2,",691ADRN,753ADRN",0.01596972,0.061581611,",BMPR1B:ADRN:10691",,
chr5:101955525,chr5,101944650,101966400,2,",691ADRN,700ADRN",0.004225428,0.027791632,,,
chr5:102856000,chr5,102845000,102867000,2,",691MES,700MES",0.008434107,0.042290498,,,
chr5:106874250,chr5,106828950,106919550,4,",691ADRN,711ADRN,753ADRN,SH-SY5Y",0.032050615,0.096791712,,,
chr5:110703350,chr5,110670700,110736000,3,",691ADRN,753ADRN,SH-SY5Y",0.470287426,0.619232884,,,
chr5:110790925,chr5,110781150,110800700,2,",753ADRN,SH-SY5Y",0.506684504,0.653304612,,,
chr5:112526550,chr5,112491300,112561800,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.000607581,0.008498411,,,
chr5:115859600,chr5,115846100,115873100,2,",691ADRN,753ADRN",0.184195938,0.326368496,,,
chr5:119796950,chr5,119776900,119817000,3,",700ADRN,753ADRN,SH-EP2",0.275772161,0.434027776,,,
chr5:119875650,chr5,119858700,119892600,2,",753ADRN,SH-EP2",0.275299259,0.433748863,,,
chr5:123467275,chr5,123458600,123475950,2,",691ADRN,753ADRN",0.009074508,0.043757516,,,
chr5:123992950,chr5,123963600,124022300,7,",691MES,691ADRN,700ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.09968932,0.213509857,,,
chr5:124231950,chr5,124191900,124272000,2,",717MES,SH-SY5Y",0.918164469,0.95136493,,,
chr5:124391025,chr5,124376550,124405500,2,",753ADRN,SH-SY5Y",0.337521091,0.497034996,,,
chr5:124534525,chr5,124515150,124553900,3,",700ADRN,753ADRN,SH-SY5Y",0.10131614,0.216436279,,,
chr5:124567150,chr5,124558800,124575500,2,",753ADRN,SH-SY5Y",0.123076568,0.247643166,,,
chr5:124669600,chr5,124650500,124688700,2,",753ADRN,SH-SY5Y",0.185456822,0.327903445,,,
chr5:124710800,chr5,124690800,124730800,2,",753ADRN,SH-SY5Y",0.102921348,0.218463642,,,
chr5:124748200,chr5,124732400,124764000,3,",700ADRN,753ADRN,SH-SY5Y",0.085279466,0.192574011,,,
chr5:124826100,chr5,124800900,124851300,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.058533207,0.147845275,,,
chr5:124888175,chr5,124874550,124901800,3,",700ADRN,753ADRN,SH-SY5Y",0.060469016,0.151127076,,,
chr5:125390775,chr5,125376600,125404950,2,",753ADRN,SH-SY5Y",0.37333853,0.530630246,,,
chr5:126756075,chr5,126728250,126783900,2,",700MES,717MES",0.000138914,0.004711749,,,
chr5:131609850,chr5,131586600,131633100,2,",717MES,753ADRN",0.090821301,0.199398946,,,ncc
chr5:133042650,chr5,133031700,133053600,2,",700ADRN,SH-SY5Y",0.002802817,0.021995701,,,
chr5:134575200,chr5,134565600,134584800,2,",691MES,711ADRN",0.562169718,0.703558788,,,
chr5:135370500,chr5,135308700,135432300,4,",691MES,717MES,SH-EP2,SH-SY5Y",0.0377312,0.106976623,,,
chr5:136638600,chr5,136619900,136657300,2,",753ADRN,SH-EP2",0.4776816,0.626603646,",HNRNPA0:ADRN:432739",,
chr5:138294400,chr5,138276300,138312500,3,",691ADRN,700ADRN,753ADRN",0.02225247,0.077049179,",CTNNA1:MES:65382,EGR1:MES:475120,LRRTM2:ADRN:65243",,
chr5:139051050,chr5,139008300,139093800,7,",700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.903741016,0.941113765,,,ncc
chr5:140365950,chr5,140341650,140390250,6,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES",0.370026437,0.528791004,,,
chr5:140894075,chr5,140872750,140915400,9,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.585049611,0.718871167,,,ncc
chr5:141118850,chr5,141107000,141130700,2,",711ADRN,753ADRN",0.732334219,0.827423163,,,
chr5:141208600,chr5,141178800,141238400,8,",691MES,691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.655965641,0.766677142,",SPRY4:MES:24630,SPRY4-IT1:MES:31363",,ncc
chr5:141447300,chr5,141432400,141462200,2,",691MES,753ADRN",0.743407965,0.835956724,",SPRY4:MES:24630,SPRY4-IT1:MES:31363",,
chr5:141550375,chr5,141528500,141572250,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.220861062,0.367829315,",SPRY4:MES:24630,SPRY4-IT1:MES:31363",,
chr5:141840575,chr5,141729250,141951900,3,",691MES,700MES,717MES",0.000896166,0.010950012,",SPRY4:MES:24630,SPRY4-IT1:MES:31363",",SPRY4:MES",ncc
chr5:14198350,chr5,14142300,14254400,3,",711ADRN,753ADRN,SH-EP2",0.310385834,0.472833416,,,
chr5:142051950,chr5,142021200,142082700,2,",717MES,753ADRN",0.25031873,0.403129582,",SPRY4:MES:24630,SPRY4-IT1:MES:31363",,
chr5:142223800,chr5,142179600,142268000,6,",691MES,700MES,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.829453255,0.898106407,",SPRY4:MES:24630,SPRY4-IT1:MES:31363",,
chr5:14446800,chr5,14385000,14508600,7,",691MES,700MES,700ADRN,711ADRN,717MES,SH-EP2,SH-SY5Y",0.26848916,0.426886958,,,ncc
chr5:145320850,chr5,145308900,145332800,2,",753ADRN,SH-EP2",0.91016374,0.944842059,,,
chr5:146023500,chr5,146005800,146041200,2,",700ADRN,SH-SY5Y",0.626500671,0.746618551,,,
chr5:148350975,chr5,148329150,148372800,3,",691MES,700ADRN,SH-EP2",0.155217757,0.293483405,,,
chr5:148807650,chr5,148776300,148839000,9,",691MES,691ADRN,700MES,700ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.157378873,0.295552188,,,ncc
chr5:149527500,chr5,149491800,149563200,7,",691MES,691ADRN,711ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.78474732,0.863179987,,,ncc
chr5:149988450,chr5,149933100,150043800,7,",691MES,691ADRN,700MES,717MES,753ADRN,SH-EP2,SH-SY5Y",0.099906632,0.213699899,",ANXA6:MES:477416",,ncc
chr5:151061000,chr5,151031200,151090800,2,",717MES,SH-EP2",0.008203873,0.041696749,",ANXA6:MES:477416,SPARC:MES:24185",",SPARC:MES",
chr5:153742100,chr5,153728200,153756000,2,",691MES,SH-EP2",0.028974414,0.091550334,",GALNT10:MES:157906,HAND1:ADRN:18776",,
chr5:153857325,chr5,153838050,153876600,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.000508341,0.007602361,",GALNT10:MES:157906,HAND1:ADRN:18776",",HAND1:ADRN",
chr5:153902475,chr5,153878100,153926850,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",3.34E-05,0.001741687,",GALNT10:MES:157906,HAND1:ADRN:18776",",HAND1:ADRN",
chr5:155826600,chr5,155800800,155852400,2,",691MES,717MES",0.278021937,0.437154645,,,
chr5:157884600,chr5,157838100,157931100,2,",711ADRN,717MES",0.097260263,0.209386732,,,
chr5:159596200,chr5,159587400,159605000,3,",691ADRN,711ADRN,SH-EP2",0.867318635,0.922254364,",FABP6:ADRN:9373",",FABP6:ADRN",
chr5:16099500,chr5,16012200,16186800,5,",691ADRN,700MES,711ADRN,753ADRN,SH-SY5Y",0.031612961,0.096052542,",MARCH11:ADRN:6903",",MARCH11:ADRN",
chr5:163774850,chr5,163757500,163792200,2,",711ADRN,SH-EP2",0.35286578,0.513090924,,,
chr5:163996500,chr5,163977000,164016000,4,",691ADRN,711ADRN,753ADRN,SH-SY5Y",0.037782959,0.106976623,,,
chr5:168313275,chr5,168167250,168459300,7,",691MES,691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.007368193,0.039185776,",FBLL1:ADRN:210669,SLIT3:ADRN:3717",,
chr5:168545025,chr5,168462150,168627900,3,",700ADRN,SH-EP2,SH-SY5Y",0.184866319,0.327207479,",SLIT3:ADRN:3717",,
chr5:168710025,chr5,168688200,168731850,2,",700ADRN,SH-SY5Y",0.768324184,0.853579407,",SLIT3:ADRN:3717",,
chr5:168775850,chr5,168767100,168784600,2,",691MES,SH-EP2",0.83799172,0.903205084,",SLIT3:ADRN:3717",,
chr5:170626450,chr5,170613300,170639600,2,",753ADRN,SH-SY5Y",0.000569125,0.008294724,,,
chr5:173057950,chr5,173039400,173076500,3,",700MES,700ADRN,717MES",0.71399959,0.815578913,",HMP19:ADRN:1356",,
chr5:173165875,chr5,173109750,173222000,4,",691ADRN,700MES,700ADRN,SH-SY5Y",0.83788917,0.903205084,",HMP19:ADRN:1356",,
chr5:173503125,chr5,173471250,173535000,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.015711495,0.060988774,",HMP19:ADRN:1356",",HMP19:ADRN",
chr5:173663625,chr5,173641200,173686050,2,",700MES,SH-SY5Y",0.157624655,0.295679658,",HMP19:ADRN:1356",,
chr5:173760325,chr5,173749350,173771300,2,",SH-EP2,SH-SY5Y",0.149488551,0.285246811,",HMP19:ADRN:1356",,
chr5:175285575,chr5,175267500,175303650,2,",700ADRN,SH-SY5Y",0.016926164,0.063711493,,,
chr5:176256350,chr5,176235600,176277100,3,",691ADRN,711ADRN,753ADRN",0.005977727,0.034616664,,,
chr5:31373650,chr5,31359200,31388100,2,",700ADRN,SH-EP2",0.98357243,0.992808638,,,
chr5:34026250,chr5,33993500,34059000,2,",691MES,700MES",0.004439505,0.028488254,,,
chr5:34223000,chr5,34179700,34266300,2,",700ADRN,753ADRN",0.020141651,0.071022328,,,
chr5:41789850,chr5,41778450,41801250,4,",691ADRN,753ADRN,SH-EP2,SH-SY5Y",0.339369507,0.49914347,,,
chr5:50259425,chr5,50251050,50267800,2,",753ADRN,SH-SY5Y",0.37386764,0.530630246,",ISL1:ADRN:71443",",ISL1:ADRN",
chr5:50761200,chr5,50750400,50772000,3,",691ADRN,700MES,SH-SY5Y",0.253291609,0.406734932,",ISL1:ADRN:71443",,
chr5:50855450,chr5,50838900,50872000,4,",691ADRN,700MES,753ADRN,SH-SY5Y",0.591028813,0.722057804,",ISL1:ADRN:71443",,
chr5:51199875,chr5,51176250,51223500,3,",700MES,753ADRN,SH-SY5Y",0.003819611,0.026450804,",ISL1:ADRN:71443",,
chr5:51282525,chr5,51247800,51317250,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.001374929,0.014742783,,,
chr5:51862150,chr5,51845400,51878900,2,",753ADRN,SH-SY5Y",0.019285714,0.069079433,,,
chr5:51900500,chr5,51881100,51919900,4,",700MES,711ADRN,753ADRN,SH-SY5Y",0.043959003,0.120362211,,,
chr5:51958200,chr5,51943650,51972750,3,",700MES,753ADRN,SH-SY5Y",0.086515506,0.193785406,,,
chr5:54909300,chr5,54871500,54947100,3,",700MES,717MES,SH-EP2",0.000481201,0.007602361,",GPX8:MES:415517,IL6ST:MES:262279",",IL6ST:MES",
chr5:55645200,chr5,55553100,55737300,6,",691MES,700MES,700ADRN,717MES,SH-EP2,SH-SY5Y",0.022341468,0.077196508,",IL6ST:MES:262279",,
chr5:55793325,chr5,55740150,55846500,4,",691MES,700MES,717MES,SH-SY5Y",0.028244794,0.089961856,",IL6ST:MES:262279",,
chr5:56138250,chr5,56092200,56184300,6,",691MES,700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.59649415,0.723887934,,,
chr5:56745200,chr5,56727400,56763000,2,",691MES,SH-EP2",0.011019323,0.050313502,,,
chr5:56791425,chr5,56780400,56802450,2,",691MES,SH-EP2",0.004892092,0.030451898,,,
chr5:57133850,chr5,57068700,57199000,2,",753ADRN,SH-EP2",0.04580264,0.124589178,,,
chr5:58424925,chr5,58415850,58434000,3,",691MES,691ADRN,SH-SY5Y",0.486463676,0.63312657,,,
chr5:59077725,chr5,59059350,59096100,2,",691MES,SH-EP2",0.127583402,0.253336144,,,
chr5:60315900,chr5,60291150,60340650,2,",691ADRN,753ADRN",0.034870166,0.101496001,,,
chr5:65116750,chr5,65103500,65130000,2,",691MES,700MES",0.002288278,0.019603698,,,
chr5:67735575,chr5,67707450,67763700,2,",700ADRN,SH-SY5Y",0.016688942,0.063443372,",PIK3R1:ADRN:119055",",PIK3R1:ADRN",
chr5:67840125,chr5,67817850,67862400,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.007446328,0.039413366,",PIK3R1:ADRN:119055",,
chr5:67960800,chr5,67938150,67983450,3,",691ADRN,700ADRN,SH-SY5Y",0.001450161,0.015238508,",PIK3R1:ADRN:119055",,
chr5:68025075,chr5,68002050,68048100,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.002122372,0.018863006,",PIK3R1:ADRN:119055",",PIK3R1:ADRN",
chr5:68179725,chr5,68157600,68201850,3,",700ADRN,753ADRN,SH-SY5Y",0.001899521,0.018143702,,,
chr5:68254050,chr5,68239800,68268300,2,",700ADRN,SH-SY5Y",0.000194453,0.004932905,,,
chr5:68315175,chr5,68284500,68345850,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.000201678,0.004932905,,,
chr5:71463550,chr5,71417000,71510100,4,",691ADRN,717MES,753ADRN,SH-EP2",0.28154939,0.441865049,",MAP1B:ADRN:13883",",MAP1B:ADRN",
chr5:71574000,chr5,71536500,71611500,2,",700MES,SH-EP2",0.013500102,0.056374798,",MAP1B:ADRN:13883",,
chr5:71988450,chr5,71981400,71995500,2,",753ADRN,SH-SY5Y",0.091721247,0.200579884,,,
chr5:72927925,chr5,72913100,72942750,3,",691ADRN,753ADRN,SH-EP2",0.470240402,0.619232884,,,
chr5:73424250,chr5,73362900,73485600,4,",691MES,700MES,717MES,753ADRN",0.022950273,0.077944284,",HEXB:MES:116947",,
chr5:73693350,chr5,73567800,73818900,2,",717MES,SH-SY5Y",0.087823839,0.195923785,",FAM169A:ADRN:343312,HEXB:MES:116947",,
chr5:74969250,chr5,74947050,74991450,4,",691MES,700ADRN,753ADRN,SH-SY5Y",0.108694646,0.226663114,",SV2C:ADRN:387788",,
chr5:75992425,chr5,75962750,76022100,2,",700MES,SH-EP2",0.000205586,0.004932905,",F2R:MES:10233,F2RL2:MES:43491,IQGAP2:MES:57831",,
