Chromosome,Start,End,Type (NB or hNCC),Gene(s),TF(s),Number of NB cell lines,#cell lines with SE (group I),#cell lines with SE (group II),Median Score over 25 cell lines,"Median score, group I","Median score, group II","Median score, hNCC",FC Score Group I over Group II,Wilcoxon p-value (two sided test),Loadings to PC1,Loadings to PC2,Has 15% overlap with hNCC SEs,Pearson Corr. with gene expression
chr13,98797931,98960101,NCC,,,10,10,0,10372.9264,10900.89433,15359.07835,33993.16336,0.709736228,0.533834586,-0.717422249,-0.033976144,1,
chr2,55314348,55402551,NCC,RTN4,,11,5,3,10372.53694,8456.60715,41104.08311,28649.44655,0.205736426,0.001503759,-0.542759843,-0.606083727,1,0.63
chr14,23514848,23591651,NCC,BCL2L2|AJUBA|BCL2L2-PABPN1|C14orf119,,7,5,0,10371.38386,8613.839454,24681.36395,26125.97434,0.34900176,0.006015038,-0.629843965,-0.300664418,1,0.71|0.61|0.59|0.51
chr5,149590048,149731101,NB,,,10,7,1,10363.13526,7655.890821,10363.13526,14181.71964,0.738762028,0.669172932,-0.456112124,0.047817413,0,
chr17,8096062,8131851,NB,ALOXE3|LINC00324|HES7|BORCS6,HES7,13,10,2,10345.62086,9601.235608,17868.69264,9052.271183,0.537321661,0.02406015,-0.530475011,-0.010104615,0,0.47|0.44|0.44|0.43
chr19,14583098,14647501,NCC,GIPC1|IL27RA|ADGRE5,,8,2,3,10343.99505,8301.526017,30688.67339,17236.63877,0.270507816,0.003007519,-0.619756581,-0.259680772,1,0.5|0.41|0.38
chr1,110496348,110610251,NB,CSF1,,8,4,3,10343.34929,9839.492686,33905.60507,20099.82863,0.290202539,0.003007519,-0.697338711,-0.29559699,0,0.75
chr2,42093348,42197851,NB,PKDCC|C2orf91|EML4,,11,11,0,10342.8063,14329.47442,103.257946,4194.261593,138.7735759,0.001503759,-0.224850436,1.784796256,0,0.87|0.54|0.53
chr1,156425898,156475851,NCC,MEF2D,MEF2D,14,7,3,10341.92785,8134.665302,29135.0485,16666.51372,0.279205483,0.003007519,-0.664453366,-0.234194914,1,0.51
chr12,57905198,57955201,NB,,,5,2,1,10341.53506,9472.984179,16107.08672,14475.55868,0.588125236,0.02406015,-0.651332162,-0.044558741,1,
chr11,82688598,82804301,NB,ANKRD42|PRCP,,8,2,3,10341.47874,8581.025305,58081.83259,17636.7326,0.147740264,0.006015038,-0.731361191,-0.365931786,0,0.49|0.47
chr5,72887098,72951651,NCC,ARHGEF28,,13,10,3,10341.2925,11051.59375,25124.59269,13648.15757,0.439871559,0.061654135,-0.441749109,-0.140340023,1,0.75
chr16,21600048,21672701,NB,,,9,5,1,10327.46245,9924.537778,16701.92627,12549.88621,0.594215159,0.010526316,-0.623889587,-0.074492608,0,
chr4,80067598,80337151,NB,LINC01088|PRDM8,PRDM8,9,8,0,10326.72889,12028.70795,3734.520194,653.7370335,3.220951373,0.016541353,-0.523817432,0.998098032,0,0.55|0.43
chr2,3386198,3529251,NB,,,3,1,2,10326.36789,9736.465892,29769.8222,11503.7588,0.327058248,0.006015038,-0.720561304,-0.043625868,0,
chr9,5423198,5644651,NB,CD274|PDCD1LG2|JAK2|RIC1,,5,1,2,10315.15341,7884.560936,59193.68854,51158.77008,0.133199352,0.003007519,-0.699240973,-0.810971741,1,0.81|0.71|0.53|0.49
chr13,114764848,114895594,NCC,RASA3,,7,4,1,10309.99975,8467.609422,28454.07639,31519.46236,0.297588623,0.010526316,-0.808812084,-0.282868221,1,0.56
chr13,113822448,113887151,NB,,,8,4,2,10301.14146,9032.048066,22719.51213,17891.68526,0.397545863,0.006015038,-0.667060907,-0.287407937,0,
chr6,139239348,139315351,NB,,,6,6,0,10297.57638,9317.519676,12586.0392,8801.094378,0.740305948,0.221052632,-0.454941782,0.044072425,0,
chr1,182982598,183209401,NB,LAMC1|NCF2|LAMC2|ARPC5|SMG7-AS1,,7,1,3,10288.56541,7896.311001,60515.56833,51187.2675,0.13048396,0.001503759,-0.594859811,-0.77956221,1,0.77|0.67|0.64|0.59|0.43
chr8,101938598,101969801,NB,,,2,1,0,10286.4683,9499.555977,16307.22461,13742.14784,0.582536649,0.02406015,-0.715023513,-0.074833832,0,
chr6,43519048,43610265,NB,,,4,2,2,10283.58632,9674.229385,24434.67323,18193.27197,0.395922192,0.010526316,-0.707377513,-0.14861379,0,
chr6,152991798,153191951,NB,VIP|MYCT1|MTRF1L,,7,4,1,10276.32455,10380.59242,1355.286876,19365.62955,7.65933221,0.221052632,-0.439536338,0.379145446,1,0.73|0.39|0.39
chr3,155545198,155691501,NB,C3orf33,,4,1,3,10273.12749,9508.45011,30381.6999,15375.18959,0.312966363,0.003007519,-0.664300269,-0.18802491,1,0.42
chrX,153575598,153611851,NCC,,,14,9,3,10269.97848,9540.187207,39144.07359,15022.39336,0.243719836,0.003007519,-0.690717618,-0.287983441,1,
chr3,50263748,50311201,NB,UBA7|GNAI2|MST1|SEMA3B|LSMEM2|HYAL3|CDHR4,,11,4,3,10268.9875,9628.239009,37745.09454,20827.96258,0.255085836,0.001503759,-0.767184896,-0.345614877,1,0.6|0.58|0.55|0.46|0.46|0.41|0.39
chr20,30247748,30354401,NCC,BCL2L1,,7,2,3,10268.74852,10256.51949,59198.22607,43672.64988,0.17325721,0.001503759,-0.807396989,-0.579491783,1,0.62
chr9,14343098,14467151,NB,NFIB,NFIB,12,11,0,10267.44234,11839.81699,3299.886751,896.6949224,3.587946461,0.001503759,-0.522837662,0.935470706,0,0.46
chr3,27399548,27723101,NB,NEK10,,4,0,3,10266.6447,8041.123496,74764.30565,60359.34758,0.107552975,0.001503759,-0.704554733,-0.706050213,1,0.62
chr1,243290248,243529701,NB,,,6,1,3,10266.46676,9644.991669,42853.44147,58191.33674,0.225069244,0.001503759,-0.739499816,-0.650287922,1,
chr3,50263648,50310851,NCC,UBA7|GNAI2|MST1|LSMEM2|SEMA3B|HYAL3|CDHR4,,11,4,3,10265.14346,9613.903619,37697.46786,20824.11282,0.255027835,0.001503759,-0.766609686,-0.345161503,1,0.59|0.58|0.55|0.46|0.46|0.41|0.39
chrX,43412598,43570451,NB,MAOA,,10,10,0,10264.32813,11461.31507,22752.59877,5594.403821,0.503736527,0.887218045,-0.527038054,0.287630825,0,0.78
chr13,85923498,86127551,NB,SLITRK6,,6,5,0,10262.10971,8982.058668,12000.50697,3823.028642,0.748473268,1,-0.276445165,0.351264006,0,0.7
chr12,57908498,57955351,NCC,,,5,2,1,10255.509,9410.279266,16017.08283,14374.691,0.587515178,0.02406015,-0.645086668,-0.043025817,1,
chr17,57143498,57249901,NB,TRIM37|SMG8|GDPD1|SKA2|PRR11,,5,2,2,10246.72053,9900.147285,26614.58827,16410.05012,0.371981982,0.016541353,-0.757658465,-0.147760448,0,0.62|0.61|0.48|0.48|0.43
chr7,56072748,56155651,NB,,,8,4,2,10244.97177,9237.472463,24898.96478,17731.89595,0.370998254,0.006015038,-0.640215836,-0.221678487,1,
chr19,3497848,3581201,NB,MFSD12|NFIC|TJP3,NFIC,4,1,2,10244.62613,8969.834341,28044.50141,16757.16659,0.319842889,0.010526316,-0.726638055,-0.225678336,0,0.47|0.39|0.37
chr15,40320448,40395786,NCC,C15orf52|FSIP1,,19,13,2,10237.77556,9882.771703,10129.12095,18818.74562,0.975679109,0.962406015,-0.697833033,-0.004149315,1,0.5|0.39
chr8,12922798,13135351,NCC,DLC1,,4,2,2,10236.18279,9724.736563,66011.2409,78406.09903,0.147319402,0.006015038,-0.607547173,-0.650597523,1,0.75
chr16,87810598,87906401,NB,,,11,10,0,10231.52918,10219.15613,16344.94018,14560.41319,0.625218325,0.10075188,-0.727485104,0.15367478,0,
chr4,15610998,15697951,NB,BST1|FAM200B,,6,2,3,10225.34515,10131.22435,30126.2632,29163.60848,0.336292101,0.003007519,-0.729607288,-0.283103118,1,0.39|0.38
chr9,127781848,127984501,NB,,,3,1,2,10223.46412,9676.822812,35382.57704,12500.16285,0.273491182,0.034586466,-0.620618993,-0.148396004,0,
chr1,225783798,225848801,NCC,TMEM63A|EPHX1|ENAH,,12,6,2,10220.12474,8365.12442,21418.57221,19087.61567,0.390554717,0.010526316,-0.623325315,-0.241955027,1,0.74|0.58|0.42
chr17,79360248,79398201,NCC,TMEM105|LINC00482,,14,12,1,10208.43452,10260.54086,16028.86225,24276.04672,0.640129081,0.412030075,-0.566863402,-0.03636618,1,0.54|0.45
chr17,37000598,37083801,NB,LASP1|LINC00672,,6,0,3,10205.63294,9680.858865,37603.27737,32142.96029,0.257447211,0.003007519,-0.760702486,-0.433676279,1,0.71|0.4
chr17,53643948,53814251,NB,TMEM100|PCTP,,9,8,0,10201.08607,9533.377704,3066.861331,1385.748628,3.1085128,0.306766917,-0.515845057,0.694750369,0,0.77|0.44
chr11,18329598,18431051,NCC,UEVLD|SPTY2D1-AS1|MRGPRX3,,5,0,3,10195.658,9909.415074,39910.405,34364.21594,0.248291519,0.003007519,-0.714785541,-0.48040279,1,0.54|0.52|0.43
chr1,113905848,114012851,NB,,,11,10,0,10188.74184,9699.032129,21658.16079,5566.687761,0.447823443,0.153383459,-0.605491951,0.145317141,0,
chr9,37412598,37511451,NB,,,5,3,2,10185.57671,9777.924222,27018.6785,15460.22668,0.361894984,0.003007519,-0.666430642,-0.195250588,1,
chrX,44729548,44895551,NB,,,2,1,1,10177.53643,8938.217229,33346.96248,19015.20421,0.268036923,0.02406015,-0.682920484,-0.186742951,0,
chr1,12319548,12694751,NB,DHRS3|AADACL4,,5,2,3,10168.91956,8792.613248,39353.37088,19602.80073,0.223427194,0.006015038,-0.747997996,-0.391603035,0,0.56|0.43
chr3,44973348,45265313,NB,TMEM158|TGM4|CDCP1|LIMD1-AS1|CLEC3B|LIMD1|TCAIM,,7,2,3,10166.15819,8499.256958,106275.7697,68620.54414,0.07997361,0.001503759,-0.811809008,-0.926223861,1,0.67|0.59|0.55|0.54|0.49|0.47|0.43
chr10,80158998,80240101,NB,ZMIZ1,ZMIZ1,15,13,0,10161.41762,12225.03217,595.5105092,736.5098303,20.528659,0.001503759,-0.317478522,2.082028814,0,0.74
chr10,22596898,22640951,NB,MSRB2,,4,2,1,10161.04448,9330.201258,14461.62099,7953.209405,0.64516981,0.016541353,-0.554472018,0.084557018,0,0.37
chr8,135466348,135712901,NB,,,7,7,0,10159.64283,11895.76246,5617.37641,6665.612747,2.117672307,0.153383459,-0.689707902,0.525026295,0,
chr9,134225148,134345151,NCC,,,11,5,2,10152.17399,9021.030877,17666.40371,20124.36632,0.51063199,0.02406015,-0.66679549,-0.148664416,1,
chr9,134224998,134344901,NB,,,11,5,2,10151.23744,9016.66239,17659.60688,20109.85678,0.51058115,0.02406015,-0.666934385,-0.148647268,1,
chr6,5079898,5306951,NB,PPP1R3G,,4,2,2,10148.47953,9436.494174,38009.5929,15232.17975,0.248266121,0.016541353,-0.560098067,-0.217226174,0,0.62
chr17,37001898,37083201,NCC,LASP1|LINC00672,,6,0,3,10148.38228,9610.226396,37333.1049,32002.8414,0.257418354,0.003007519,-0.755554096,-0.433532983,1,0.71|0.4
chr19,39324995,39362051,NB,,,8,7,0,10143.56567,9149.544119,14827.7535,9995.592236,0.617055316,0.034586466,-0.626953698,0.022006143,0,
chr4,30715648,30938751,NB,PCDH7,,6,3,2,10133.82293,8033.829328,33945.77123,19827.58387,0.236666573,0.034586466,-0.612255669,-0.185235615,0,0.88
chr12,113597398,113750751,NB,SLC8B1|PLBD2|OAS2|TPCN1|SDSL,,6,1,3,10122.64485,9204.604745,37770.28011,35443.0367,0.243699669,0.001503759,-0.816751367,-0.495571918,1,0.65|0.63|0.51|0.49|0.43
chr15,89901748,89956701,NB,MIR9-3HG|TICRR|LINC00928|RHCG,,11,11,0,10122.14506,12455.62052,466.0647104,42.13088655,26.72508825,0.010526316,-0.167361305,2.179249285,0,0.77|0.64|0.47|0.38
chr11,100535898,100813001,NB,ARHGAP42,,7,4,1,10116.8921,10117.60983,4597.718218,26355.81049,2.200571969,0.412030075,-0.128766644,-0.313431262,0,0.73
chr3,184338848,184453201,NB,EPHB3|MAGEF1|POLR2H,,14,13,0,10112.23674,10692.4787,5531.671489,2476.465325,1.932956199,0.016541353,-0.665960307,0.639762865,0,0.73|0.61|0.48
chr2,238950648,239104001,NB,,,3,3,0,10108.12105,9917.99582,16079.93388,11382.66173,0.616793321,0.010526316,-0.613893946,0.047722518,0,
chr5,60681848,60826651,NB,C5orf64,,10,7,2,10102.9612,9982.50485,16328.01673,11356.73389,0.611372772,0.184962406,-0.521720643,-0.031164956,0,0.49
chr17,29378048,29703351,NB,EVI2A|EVI2B|ADAP2,,3,0,2,10099.65345,9804.06017,47729.62057,31554.55482,0.205408299,0.001503759,-0.788951863,-0.559565075,0,0.71|0.63|0.49
chr5,173906948,174075301,NB,MSX2,MSX2,7,7,0,10097.99338,11050.30357,1684.103835,7249.370499,6.561533402,0.010526316,0.169339598,1.38580229,0,0.53
chr2,166389348,166532401,NB,CSRNP3|SCN3A,,4,4,0,10088.58312,11439.13684,9420.710157,2906.107001,1.214254197,0.184962406,-0.609383662,0.565566726,0,0.69|0.49
chr15,59271998,59681301,NB,MYO1E|FAM81A|LDHAL6B,,5,1,3,10082.64792,8776.78239,70503.54662,68238.24366,0.124487105,0.001503759,-0.716477672,-0.825027886,1,0.78|0.43|0.38
chr6,106475198,106771194,NB,AIM1|PRDM1|ATG5,PRDM1,7,2,3,10078.47162,6278.905732,56377.54387,35475.14439,0.11137246,0.003007519,-0.562532522,-0.785326695,0,0.65|0.63|0.49
chr4,185238248,185399301,NB,IRF2|CASP3,IRF2,5,1,2,10073.99632,7580.259825,28882.05876,22641.61109,0.262455661,0.001503759,-0.658374178,-0.40054586,0,0.65|0.38
chr1,53928398,54129201,NB,,,10,9,0,10073.69324,12795.81461,2004.972689,14418.61572,6.38203936,0.006015038,-0.481659501,1.505582675,0,
chr1,169046748,169133251,NB,LINC00626,,12,8,3,10071.73513,9637.801529,32580.97859,16597.91821,0.295810683,0.003007519,-0.719682777,-0.140611857,1,0.58
chr20,37436845,37536851,NB,PPP1R16B|FAM83D|ACTR5,,13,12,0,10071.1552,13856.65121,283.1693021,0,48.93415744,0.001503759,0.012038932,3.382903969,0,0.78|0.72|0.53
chr8,992048,1247901,NB,DLGAP2,,7,7,0,10066.72186,11717.16055,0,0,Inf,0.011709096,0.83725118,4.6163791,0,0.73
chr3,16488898,16577901,NCC,RFTN1,,11,10,0,10058.23586,10536.82696,9846.810587,19222.06758,1.070075114,0.669172932,-0.556528802,0.171435711,1,0.84
chr2,47492698,47588201,NCC,TTC7A|C2orf61,,15,11,1,10056.15038,7987.671143,16374.09188,15320.0542,0.487823765,0.046616541,-0.597690613,-0.066080433,1,0.52|0.38
chr4,140135148,140314251,NB,SETD7,,2,0,1,10052.07616,8843.564162,23059.28978,23355.99946,0.383514161,0.003007519,-0.591856414,-0.306127384,0,0.44
chr6,32932248,32951651,NB,PSMB8-AS1|TAP1|TAP2|PSMB9|PSMB8|SLC39A7|HLA-DMA,,4,2,1,10048.9522,9455.805014,23175.89582,17545.17317,0.408001705,0.010526316,-0.705556158,-0.183222333,0,0.6|0.58|0.57|0.55|0.49|0.48|0.4
chr14,105429998,105512801,NB,AHNAK2|C14orf79|CEP170B|GPR132|AKT1|TEX22,,10,4,3,10045.73416,8177.884945,46331.29195,27298.68998,0.176508891,0.003007519,-0.73815611,-0.482700918,1,0.82|0.61|0.57|0.57|0.46|0.39
chr4,99387748,99614401,NB,TSPAN5|STPG2,,5,1,2,10030.6751,9321.96579,97669.98352,60404.12367,0.095443507,0.006015038,-0.714894243,-0.72578553,1,0.67|0.46
chr19,54687298,54715301,NCC,LILRA4|LILRA6|TMC4|LILRB3|MBOAT7|TSEN34,,8,3,2,10025.54577,9110.426057,21789.63092,14958.11021,0.418108324,0.006015038,-0.614850335,-0.197005557,1,0.65|0.6|0.59|0.56|0.52|0.38
chr1,78331298,78489001,NCC,NEXN|DNAJB4|GIPC2|AK5|MIGA1,,6,2,3,10023.6862,8266.204379,41261.77137,46844.18864,0.200335664,0.001503759,-0.63478448,-0.56224421,1,0.8|0.63|0.55|0.44|0.39
chr5,149838748,149917001,NB,NDST1|TNIP1|CCDC69|GM2A,,18,11,3,10022.36102,9833.602425,38516.04137,40871.32254,0.255311867,0.003007519,-0.723110671,-0.487160905,1,0.7|0.58|0.56|0.5
chr16,20806748,20950501,NB,DCUN1D3|ACSM3,,4,0,3,10017.54317,9929.173657,57434.24627,29945.39704,0.172878976,0.001503759,-0.792173598,-0.480730686,1,0.74|0.43
chr13,115005648,115087051,NCC,,,5,3,2,10016.56611,9545.009582,27983.5599,20768.31528,0.341093471,0.003007519,-0.645298955,-0.223569599,1,
chr12,54722198,54787851,NB,HOXC-AS3,,15,11,1,10013.69742,9662.61922,19299.11695,8297.833978,0.500676754,0.533834586,-0.641293401,0.084240114,0,0.41
chr12,12623698,12712947,NB,DUSP16|MANSC1|CDKN1B,,12,8,0,10012.90557,9148.70257,5220.340766,2747.346252,1.752510608,0.153383459,-0.522803031,0.434709779,0,0.69|0.52|0.37
chr2,43071598,43213301,NB,,,8,7,1,10012.49661,9816.937783,14213.8151,15708.92008,0.690661706,0.10075188,-0.681225294,0.017221677,0,
chr16,70408598,70470490,NB,,,14,9,1,10007.18343,8652.004185,12470.38307,10904.80504,0.693804203,0.10075188,-0.574840117,0.024960103,0,
chr1,224674948,224937951,NB,CNIH3,,6,2,1,10006.66301,6878.292694,50201.90402,24968.00904,0.137012586,0.001503759,-0.528671741,-0.789288119,1,0.72
chr17,57694498,57787601,NCC,,,4,1,2,10005.20843,9128.79662,30734.43363,24697.85188,0.297021794,0.003007519,-0.653010085,-0.340758138,1,
chr5,102724798,102876001,NB,,,9,6,2,9997.617876,9017.296855,24722.2977,26175.31807,0.364743478,0.034586466,-0.453187837,-0.431670407,1,
chr5,38442048,38569601,NB,LIFR,,6,5,0,9994.097963,8874.148149,21052.46807,8566.359419,0.421525311,0.046616541,-0.496568193,-0.048027588,0,0.68
chr16,31062498,31125501,NB,HSD3B7|PRSS53|BCKDK|STX4|VKORC1|ORAI3|ITGAX,,3,0,3,9993.641234,9515.965632,30917.48186,15665.82654,0.307785921,0.003007519,-0.687093932,-0.217341536,1,0.67|0.59|0.54|0.53|0.52|0.49|0.41
chr20,36414098,36574051,NB,VSTM2L|CTNNBL1|TTI1,,11,10,0,9990.449909,12078.1651,2740.870563,4209.193588,4.406689344,0.006015038,-0.558013687,0.903213626,0,0.71|0.44|0.42
chr19,6198748,6277458,NB,SH2D3A|TUBB4A,,8,5,0,9984.68245,9335.369159,11865.39665,7892.465403,0.786772616,0.412030075,-0.550967452,0.039063455,0,0.39|0.37
chr6,52846548,52964951,NB,FBXO9,,3,0,3,9958.324852,9179.345074,56155.24834,20713.46355,0.163463707,0.001503759,-0.689206224,-0.460962974,0,0.49
chr17,7736798,7751651,NCC,ALOX15B|ALOXE3,,24,17,3,9956.52557,8685.415123,20515.79584,12045.60036,0.423352581,0.016541353,-0.636012127,-0.078009586,1,0.53|0.45
chr7,109623098,109809201,NB,,,6,5,1,9956.297546,12081.42807,4828.22146,3799.917709,2.502252261,0.739849624,-0.401100434,0.473135898,0,
chr19,17160098,17284901,NB,MYO9B,,15,8,3,9953.532168,8850.295273,34153.18983,22878.85135,0.259135247,0.006015038,-0.751159273,-0.278729278,1,0.48
chr2,196338198,196598301,NB,DNAH7,,5,0,3,9948.51354,6609.863955,62678.70113,30414.02684,0.105456301,0.001503759,-0.684710142,-0.682150193,0,0.48
chr6,101823348,101931851,NB,GRIK2,,12,11,0,9948.230538,10918.33094,7506.422515,947.4738206,1.454531892,0.12481203,-0.41998486,0.768439249,0,0.82
chr20,42539198,42726701,NB,TOX2,TOX2,7,4,1,9944.943123,9893.189999,1125.274299,4173.006719,8.791803033,0.470676692,-0.425851927,0.748884928,0,0.69
chr1,2162631,2254251,NCC,,,17,12,2,9941.847397,8110.650455,14483.20322,19714.75413,0.560003911,0.046616541,-0.555877386,-0.122829467,1,
chr14,96619998,96771401,NB,BDKRB2|BDKRB1,,12,8,2,9938.317266,9884.111497,28826.83944,6149.042535,0.342878779,0.470676692,-0.531938892,0.232082376,0,0.61|0.61
chr13,34439248,34543251,NB,RFC3|NBEA|DCLK1|MAB21L1,,12,11,0,9938.059256,10764.23884,3348.298381,1344.329935,3.214838589,0.010526316,-0.412580883,1.020860519,0,0.8|0.65|0.54|0.49
chr10,130298098,130435201,NB,MGMT|EBF3,EBF3,10,9,0,9931.570894,12403.51972,15.89182897,45.49728763,780.4966785,0.001503759,0.145005414,3.10182193,0,0.72|0.67
chr20,32584229,32732101,NB,,,6,6,0,9929.068555,9247.862227,17708.17247,9724.927496,0.522236964,0.221052632,-0.586026756,0.073796445,0,
chr12,98883498,98940601,NB,,,4,1,1,9927.301669,9606.055704,20657.77868,8976.638276,0.46500913,0.001503759,-0.609997611,-0.047250445,0,
chr1,172820448,172995651,NCC,TNFSF18|TNFSF4,,7,2,3,9924.623188,7132.036867,40083.51234,55335.25209,0.177929439,0.001503759,-0.358979088,-1.052872544,1,0.69|0.54
chr19,4267898,4298401,NB,SHD|FSD1|CHAF1A|TMIGD2|MPND,,12,11,0,9923.546213,10371.74711,356.2567557,74.28638559,29.11312401,0.001503759,-0.097470961,1.992791662,0,0.91|0.83|0.82|0.76|0.39
chr7,11728998,11887451,NB,THSD7A,,10,10,0,9918.064723,14554.77766,1714.409093,3986.407541,8.489675959,0.006015038,-0.573584073,1.19276367,0,0.84
chr3,124698998,124883651,NB,HEG1|SLC12A8|ITGB5,,10,5,2,9912.492631,9464.899672,26099.70176,32269.1141,0.362643978,0.470676692,-0.668367416,-0.283430026,1,0.79|0.49|0.39
chr7,106619648,106797401,NB,PRKAR2B,,8,8,0,9908.197137,11102.39238,6062.93646,2934.589318,1.83119062,0.221052632,-0.468808126,0.615273996,0,0.77
chr2,173648248,173797251,NB,RAPGEF4|CDCA7,,6,6,0,9908.034832,11653.10272,3310.694955,3529.518769,3.519835829,0.061654135,-0.521687067,0.927328855,0,0.76|0.38
chr20,60709898,60784001,NB,,,4,2,0,9889.921809,8968.619608,12600.58338,12988.6898,0.711762252,0.079699248,-0.663087953,0.000546286,0,
chr19,42709248,42756808,NCC,,,13,8,2,9887.58397,9072.748065,25509.43524,18960.54072,0.355662443,0.003007519,-0.660729882,-0.241031086,1,
chr1,221864248,221945651,NB,DUSP10,,3,1,0,9876.747565,6330.206937,24316.29025,17787.22597,0.260327824,0.034586466,-0.52193872,-0.257184125,0,0.69
chr14,68904048,69077251,NB,ZFP36L1|RAD51B,,8,3,3,9858.84901,7458.172678,43888.58468,23289.8469,0.169934226,0.003007519,-0.642006559,-0.573225531,1,0.66|0.37
chr8,118878498,119132601,NB,EXT1,,8,2,3,9853.985132,8544.763611,41431.92372,100978.7844,0.206236227,0.001503759,-0.800869648,-0.837190622,1,0.79
chr2,174773798,174848301,NCC,,,2,0,2,9853.569469,8933.707247,28625.27074,16786.22797,0.312091625,0.010526316,-0.685141568,-0.189512706,1,
chr1,116993398,117148501,NB,CD58,,6,2,2,9841.855867,7784.791971,23310.48612,11236.84219,0.333960945,0.016541353,-0.577876124,-0.165456133,0,0.53
chr20,36671348,36860501,NCC,TGM2|KIAA1755|BPI,,8,2,3,9839.313706,8529.626741,81110.44338,26947.89193,0.105160647,0.001503759,-0.698756989,-0.756001516,1,0.85|0.59|0.48
chr1,155408648,155545201,NB,GBA|MUC1,,3,0,1,9837.20185,9233.335882,26085.95157,14557.04005,0.353958178,0.006015038,-0.61585854,-0.197453108,0,0.4|0.39
chr11,9694148,9890601,NCC,ADM|SWAP70|SBF2-AS1,,5,1,3,9834.175902,8604.689368,80355.08138,45493.68702,0.107083326,0.001503759,-0.777423419,-0.587372438,1,0.58|0.47|0.45
chr7,2660548,2692751,NCC,,,16,11,1,9834.161419,8050.000555,15508.45942,14814.16296,0.519071581,0.010526316,-0.632655877,-0.083112217,1,
chr4,186101498,186208201,NCC,SNX25|ANKRD37,,6,2,2,9816.29215,7372.606419,35264.63782,20472.56092,0.209065139,0.02406015,-0.601522686,-0.282164093,1,0.64|0.37
chr6,56974798,57090801,NB,BAG2|BEND6,,6,1,3,9802.622109,8729.017694,28218.41536,13614.91305,0.309337629,0.001503759,-0.48816928,-0.329206316,0,0.58|0.44
chr6,87860348,87969151,NB,CFAP206|CGA,,5,3,2,9802.622058,9362.067968,25964.56236,11315.20783,0.36057099,0.356390977,-0.623266059,0.010341999,0,0.51|0.47
chr2,100777148,100936694,NB,LONRF2,,8,5,0,9789.708061,8081.743084,13300.52506,6964.345721,0.607625868,0.6,-0.512127943,0.118752334,0,0.57
chr21,32480548,32594351,NB,TIAM1,,12,12,0,9787.423679,9901.920424,12025.69282,3324.98872,0.823397086,0.739849624,-0.584150917,0.765416819,0,0.7
chr7,134325448,134654701,NCC,CALD1|BPGM,,4,0,2,9785.511976,7526.405949,59319.20562,83677.39179,0.126879749,0.001503759,-0.754797529,-0.826204109,1,0.75|0.37
chr7,6187848,6382601,NB,CYTH3,,8,4,3,9781.5765,9547.869595,33156.60822,11971.93546,0.287962796,0.010526316,-0.676424516,-0.125262588,0,0.54
chr13,115028548,115093751,NB,,,5,3,2,9780.225488,9334.157949,26186.10321,17174.72408,0.356454638,0.003007519,-0.613759305,-0.189451205,1,
chr11,68407498,68460701,NB,GAL|PPP6R3,,13,12,0,9780.082584,13217.23591,617.2853565,328.2034681,21.4118734,0.001503759,-0.256425772,2.259480908,0,0.74|0.39
chr17,27059948,27167001,NB,NEK8|TLCD1,,4,2,2,9777.705381,9275.137337,30881.99356,19660.99165,0.300341276,0.003007519,-0.675939866,-0.282797021,0,0.52|0.37
chr4,15638548,15699501,NCC,BST1|FAM200B,,6,2,3,9765.358042,9499.140832,28546.68422,28346.34064,0.332758115,0.003007519,-0.690662181,-0.288899853,1,0.4|0.39
chr2,225336948,225478701,NB,,,4,2,2,9755.930837,9577.956372,31081.84705,19634.26862,0.308152741,0.10075188,-0.550015671,-0.24385772,1,
chr11,123171948,123390751,NB,GRAMD1B|CLMP,,9,6,2,9751.876393,10162.58841,17847.91523,9999.244813,0.569399186,0.533834586,-0.639590817,0.286380597,0,0.66|0.53
